Person_ID,Month,Category,Type,Budgeted_Amount,Actual_Amount
P287,January,Rent,Fixed,20000,20000.0
P287,January,Groceries,Random,4618,4959.45
P287,January,Freelance,Variable,1861,1926.53
P287,January,Utilities,Variable,1452,1333.55
P287,January,Entertainment,Variable,1985,2054.77
P287,February,Salary,Fixed,40000,40000.0
P287,February,Rent,Fixed,20000,20000.0
P287,February,Groceries,Random,4177,4089.5
P287,February,Freelance,Variable,2065,2213.95
P287,February,Utilities,Variable,1553,1605.93
P287,February,Entertainment,Variable,2151,2319.65
P287,March,Salary,Fixed,40000,40000.0
P287,March,Rent,Fixed,20000,20000.0
P287,March,Groceries,Random,4012,4375.5
P287,March,Freelance,Variable,1849,1682.78
P287,March,Utilities,Variable,1431,1547.45
P287,March,Entertainment,Variable,2051,2135.59
P287,April,Salary,Fixed,40000,40000.0
P287,April,Rent,Fixed,20000,20000.0
P287,April,Groceries,Random,4052,4105.86
P287,April,Freelance,Variable,1992,1978.43
P287,April,Utilities,Variable,1396,1488.45
P287,April,Entertainment,Variable,1946,1941.83
P287,May,Salary,Fixed,40000,40000.0
P287,May,Rent,Fixed,20000,20000.0
P287,May,Groceries,Random,4576,4120.65
P287,May,Freelance,Variable,1908,1876.71
P287,May,Utilities,Variable,1311,1389.34
P287,May,Entertainment,Variable,2019,1925.05
P287,June,Salary,Fixed,40000,40000.0
P287,June,Rent,Fixed,20000,20000.0
P287,June,Groceries,Random,4797,4561.59
P287,June,Freelance,Variable,2035,2147.05
P287,June,Utilities,Variable,1486,1601.07
P287,June,Entertainment,Variable,2118,1958.02
P288,January,Salary,Fixed,40000,40000.0
P288,January,Rent,Fixed,20000,20000.0
P288,January,Groceries,Random,4104,3995.96
P288,January,Freelance,Variable,1840,1770.51
P288,January,Utilities,Variable,1464,1430.74
P288,January,Entertainment,Variable,2134,1992.47
P288,February,Salary,Fixed,40000,40000.0
P288,February,Rent,Fixed,20000,20000.0
P288,February,Groceries,Random,4864,4400.06
P288,February,Freelance,Variable,2151,2217.52
P288,February,Utilities,Variable,1509,1397.98
P288,February,Entertainment,Variable,2129,2107.43
P288,March,Salary,Fixed,40000,40000.0
P288,March,Rent,Fixed,20000,20000.0
P288,March,Groceries,Random,4480,4871.68
P288,March,Freelance,Variable,1804,1757.92
P288,March,Utilities,Variable,1444,1517.64
P288,March,Entertainment,Variable,2147,2302.12
P288,April,Salary,Fixed,40000,40000.0
P288,April,Rent,Fixed,20000,20000.0
P288,April,Groceries,Random,4789,4356.6
P288,April,Freelance,Variable,1814,1665.65
P288,April,Utilities,Variable,1452,1330.57
P288,April,Entertainment,Variable,2157,2038.14
P288,May,Salary,Fixed,40000,40000.0
P288,May,Rent,Fixed,20000,20000.0
P288,May,Groceries,Random,4624,4409.14
P288,May,Freelance,Variable,1882,2056.48
P288,May,Utilities,Variable,1525,1464.07
P288,May,Entertainment,Variable,2089,2050.66
P288,June,Salary,Fixed,40000,40000.0
P288,June,Rent,Fixed,20000,20000.0
P288,June,Groceries,Random,4776,5008.4
P288,June,Freelance,Variable,2132,2268.09
P288,June,Utilities,Variable,1696,1676.27
P288,June,Entertainment,Variable,1983,2029.81
P289,January,Salary,Fixed,40000,40000.0
P289,January,Rent,Fixed,20000,20000.0
P289,January,Groceries,Random,4982,4922.19
P289,January,Freelance,Variable,2172,2347.9
P289,January,Utilities,Variable,1318,1304.92
P289,January,Entertainment,Variable,1903,1974.79
P289,February,Salary,Fixed,40000,40000.0
P289,February,Rent,Fixed,20000,20000.0
P289,February,Groceries,Random,4902,5190.78
P289,February,Freelance,Variable,2052,2039.93
P289,February,Utilities,Variable,1442,1433.51
P289,February,Entertainment,Variable,2106,2298.9
P289,March,Salary,Fixed,40000,40000.0
P289,March,Rent,Fixed,20000,20000.0
P289,March,Groceries,Random,4621,4922.54
P289,March,Freelance,Variable,1989,1813.85
P289,March,Utilities,Variable,1367,1304.81
P289,March,Entertainment,Variable,1805,1751.94
P289,April,Salary,Fixed,40000,40000.0
P289,April,Rent,Fixed,20000,20000.0
P289,April,Groceries,Random,4030,4218.7
P289,April,Freelance,Variable,2006,1969.85
P289,April,Utilities,Variable,1686,1525.53
P289,April,Entertainment,Variable,2169,2236.58
P289,May,Salary,Fixed,40000,40000.0
P289,May,Rent,Fixed,20000,20000.0
P289,May,Groceries,Random,4335,4306.23
P289,May,Freelance,Variable,2088,1891.89
P289,May,Utilities,Variable,1439,1459.01
P289,May,Entertainment,Variable,1812,1926.41
P289,June,Salary,Fixed,40000,40000.0
P289,June,Rent,Fixed,20000,20000.0
P289,June,Groceries,Random,4824,4851.79
P289,June,Freelance,Variable,1908,1884.84
P289,June,Utilities,Variable,1655,1806.12
P289,June,Entertainment,Variable,2003,1951.35
P290,January,Salary,Fixed,40000,40000.0
P290,January,Rent,Fixed,20000,20000.0
P290,January,Groceries,Random,4059,3681.31
P290,January,Freelance,Variable,2162,2258.19
P290,January,Utilities,Variable,1689,1737.49
P290,January,Entertainment,Variable,1875,1855.48
P290,February,Salary,Fixed,40000,40000.0
P290,February,Rent,Fixed,20000,20000.0
P290,February,Groceries,Random,4389,4310.45
P290,February,Freelance,Variable,2089,2000.49
P290,February,Utilities,Variable,1558,1697.9
P290,February,Entertainment,Variable,1805,1827.81
P290,March,Salary,Fixed,40000,40000.0
P290,March,Rent,Fixed,20000,20000.0
P290,March,Groceries,Random,4147,4103.03
P290,March,Freelance,Variable,2017,2178.35
P290,March,Utilities,Variable,1611,1567.36
P290,March,Entertainment,Variable,1886,1986.72
P290,April,Salary,Fixed,40000,40000.0
P290,April,Rent,Fixed,20000,20000.0
P290,April,Groceries,Random,4150,3831.61
P290,April,Freelance,Variable,1829,1928.31
P290,April,Utilities,Variable,1354,1400.24
P290,April,Entertainment,Variable,1833,1708.34
P290,May,Salary,Fixed,40000,40000.0
P290,May,Rent,Fixed,20000,20000.0
P290,May,Groceries,Random,4498,4824.02
P290,May,Freelance,Variable,2190,2326.79
P290,May,Utilities,Variable,1571,1605.41
P290,May,Entertainment,Variable,1971,1944.8
P290,June,Salary,Fixed,40000,40000.0
P290,June,Rent,Fixed,20000,20000.0
P290,June,Groceries,Random,4786,5103.83
P290,June,Freelance,Variable,2006,1877.01
P290,June,Utilities,Variable,1541,1591.15
P290,June,Entertainment,Variable,1963,1865.71
P291,January,Salary,Fixed,40000,40000.0
P291,January,Rent,Fixed,20000,20000.0
P291,January,Groceries,Random,4782,5166.66
P291,January,Freelance,Variable,2151,2150.36
P291,January,Utilities,Variable,1401,1410.51
P291,January,Entertainment,Variable,2136,2011.58
P291,February,Salary,Fixed,40000,40000.0
P291,February,Rent,Fixed,20000,20000.0
P291,February,Groceries,Random,4111,4214.54
P291,February,Freelance,Variable,2070,2120.71
P291,February,Utilities,Variable,1482,1613.49
P291,February,Entertainment,Variable,1809,1831.32
P291,March,Salary,Fixed,40000,40000.0
P291,March,Rent,Fixed,20000,20000.0
P291,March,Groceries,Random,4297,4343.85
P291,March,Freelance,Variable,2150,2055.42
P291,March,Utilities,Variable,1443,1484.02
P291,March,Entertainment,Variable,2038,1966.84
P291,April,Salary,Fixed,40000,40000.0
P291,April,Rent,Fixed,20000,20000.0
P291,April,Groceries,Random,4414,4771.95
P291,April,Freelance,Variable,2045,1996.98
P291,April,Utilities,Variable,1451,1593.25
P291,April,Entertainment,Variable,2166,2181.36
P291,May,Salary,Fixed,40000,40000.0
P291,May,Rent,Fixed,20000,20000.0
P291,May,Groceries,Random,4569,4371.07
P291,May,Freelance,Variable,2000,2097.77
P291,May,Utilities,Variable,1407,1365.25
P291,May,Entertainment,Variable,1931,1977.97
P291,June,Salary,Fixed,40000,40000.0
P291,June,Rent,Fixed,20000,20000.0
P291,June,Groceries,Random,4384,4111.03
P291,June,Freelance,Variable,1846,1969.77
P291,June,Utilities,Variable,1502,1587.2
P291,June,Entertainment,Variable,1823,1983.84
P292,January,Salary,Fixed,40000,40000.0
P292,January,Rent,Fixed,20000,20000.0
P292,January,Groceries,Random,4339,4443.97
P292,January,Freelance,Variable,2060,2103.86
P292,January,Utilities,Variable,1385,1520.17
P292,January,Entertainment,Variable,1868,2023.22
P292,February,Salary,Fixed,40000,40000.0
P292,February,Rent,Fixed,20000,20000.0
P292,February,Groceries,Random,4602,4377.46
P292,February,Freelance,Variable,2148,1943.86
P292,February,Utilities,Variable,1315,1445.96
P292,February,Entertainment,Variable,2195,2287.36
P292,March,Salary,Fixed,40000,40000.0
P292,March,Rent,Fixed,20000,20000.0
P292,March,Groceries,Random,4673,4462.77
P292,March,Freelance,Variable,1991,2125.03
P292,March,Utilities,Variable,1412,1392.86
P292,March,Entertainment,Variable,1948,1919.72
P292,April,Salary,Fixed,40000,40000.0
P292,April,Rent,Fixed,20000,20000.0
P292,April,Groceries,Random,4381,4329.56
P292,April,Freelance,Variable,2072,2041.81
P292,April,Utilities,Variable,1677,1765.83
P292,April,Entertainment,Variable,2061,2142.02
P292,May,Salary,Fixed,40000,40000.0
P292,May,Rent,Fixed,20000,20000.0
P292,May,Groceries,Random,4054,3992.04
P292,May,Freelance,Variable,1972,2106.87
P292,May,Utilities,Variable,1401,1335.73
P292,May,Entertainment,Variable,1910,1869.46
P292,June,Salary,Fixed,40000,40000.0
P292,June,Rent,Fixed,20000,20000.0
P292,June,Groceries,Random,4602,4702.96
P292,June,Freelance,Variable,2030,2165.88
P292,June,Utilities,Variable,1600,1499.76
P292,June,Entertainment,Variable,2038,2022.27
P293,January,Salary,Fixed,40000,40000.0
P293,January,Rent,Fixed,20000,20000.0
P293,January,Groceries,Random,4895,5263.3
P293,January,Freelance,Variable,1881,1945.31
P293,January,Utilities,Variable,1561,1477.01
P293,January,Entertainment,Variable,1932,1966.12
P293,February,Salary,Fixed,40000,40000.0
P293,February,Rent,Fixed,20000,20000.0
P293,February,Groceries,Random,4511,4444.12
P293,February,Freelance,Variable,2004,2113.54
P293,February,Utilities,Variable,1342,1466.2
P293,February,Entertainment,Variable,1989,1927.94
P293,March,Salary,Fixed,40000,40000.0
P293,March,Rent,Fixed,20000,20000.0
P293,March,Groceries,Random,4677,4727.3
P293,March,Freelance,Variable,2032,2193.36
P293,March,Utilities,Variable,1547,1392.64
P293,March,Entertainment,Variable,2182,2379.45
P293,April,Salary,Fixed,40000,40000.0
P293,April,Rent,Fixed,20000,20000.0
P293,April,Groceries,Random,4000,3892.8
P293,April,Freelance,Variable,2048,2006.97
P293,April,Utilities,Variable,1329,1268.69
P293,April,Entertainment,Variable,2168,2187.88
P293,May,Salary,Fixed,40000,40000.0
P293,May,Rent,Fixed,20000,20000.0
P293,May,Groceries,Random,4826,4766.48
P293,May,Freelance,Variable,2134,2174.03
P293,May,Utilities,Variable,1343,1389.79
P293,May,Entertainment,Variable,1877,1928.25
P293,June,Salary,Fixed,40000,40000.0
P293,June,Rent,Fixed,20000,20000.0
P293,June,Groceries,Random,4431,4222.29
P293,June,Freelance,Variable,2038,2143.61
P293,June,Utilities,Variable,1443,1461.29
P293,June,Entertainment,Variable,2167,2056.85
P294,January,Salary,Fixed,40000,40000.0
P294,January,Rent,Fixed,20000,20000.0
P294,January,Groceries,Random,4922,4725.15
P294,January,Freelance,Variable,2174,1975.82
P294,January,Utilities,Variable,1306,1374.26
P294,January,Entertainment,Variable,1909,1774.36
P294,February,Salary,Fixed,40000,40000.0
P294,February,Rent,Fixed,20000,20000.0
P294,February,Groceries,Random,4301,4701.67
P294,February,Freelance,Variable,2093,2148.98
P294,February,Utilities,Variable,1587,1491.69
P294,February,Entertainment,Variable,2137,1943.56
P294,March,Salary,Fixed,40000,40000.0
P294,March,Rent,Fixed,20000,20000.0
P294,March,Groceries,Random,4563,4752.02
P294,March,Freelance,Variable,1949,2106.73
P294,March,Utilities,Variable,1365,1379.7
P294,March,Entertainment,Variable,2098,2246.18
P294,April,Salary,Fixed,40000,40000.0
P294,April,Rent,Fixed,20000,20000.0
P294,April,Groceries,Random,4716,4254.96
P294,April,Freelance,Variable,1936,1793.45
P294,April,Utilities,Variable,1353,1275.62
P294,April,Entertainment,Variable,1931,1782.85
P294,May,Salary,Fixed,40000,40000.0
P294,May,Rent,Fixed,20000,20000.0
P294,May,Groceries,Random,4867,4914.19
P294,May,Freelance,Variable,2042,1847.24
P294,May,Utilities,Variable,1447,1387.85
P294,May,Entertainment,Variable,1848,1715.79
P294,June,Salary,Fixed,40000,40000.0
P294,June,Rent,Fixed,20000,20000.0
P294,June,Groceries,Random,4190,4167.74
P294,June,Freelance,Variable,1886,1738.2
P294,June,Utilities,Variable,1522,1460.3
P294,June,Entertainment,Variable,2095,2284.21
P295,January,Salary,Fixed,40000,40000.0
P295,January,Rent,Fixed,20000,20000.0
P295,January,Groceries,Random,4103,4380.6
P295,January,Freelance,Variable,1834,1871.45
P295,January,Utilities,Variable,1698,1572.57
P295,January,Entertainment,Variable,2146,2337.89
P295,February,Salary,Fixed,40000,40000.0
P295,February,Rent,Fixed,20000,20000.0
P295,February,Groceries,Random,4833,5181.56
P295,February,Freelance,Variable,1830,1731.88
P295,February,Utilities,Variable,1656,1496.73
P295,February,Entertainment,Variable,1897,1826.33
P295,March,Salary,Fixed,40000,40000.0
P295,March,Rent,Fixed,20000,20000.0
P295,March,Groceries,Random,4950,4601.86
P295,March,Freelance,Variable,1816,1938.37
P295,March,Utilities,Variable,1601,1705.51
P295,March,Entertainment,Variable,2184,2026.88
P295,April,Salary,Fixed,40000,40000.0
P295,April,Rent,Fixed,20000,20000.0
P295,April,Groceries,Random,4412,4785.86
P295,April,Freelance,Variable,2152,2007.67
P295,April,Utilities,Variable,1477,1466.11
P295,April,Entertainment,Variable,2114,2152.18
P295,May,Salary,Fixed,40000,40000.0
P295,May,Rent,Fixed,20000,20000.0
P295,May,Groceries,Random,4954,4858.41
P295,May,Freelance,Variable,2065,1928.66
P295,May,Utilities,Variable,1315,1412.74
P295,May,Entertainment,Variable,2011,2008.38
P295,June,Salary,Fixed,40000,40000.0
P295,June,Rent,Fixed,20000,20000.0
P295,June,Groceries,Random,4282,4664.22
P295,June,Freelance,Variable,1829,1954.28
P295,June,Utilities,Variable,1609,1681.23
P295,June,Entertainment,Variable,2104,2299.39
P296,January,Salary,Fixed,40000,40000.0
P296,January,Rent,Fixed,20000,20000.0
P296,January,Groceries,Random,4590,4679.62
P296,January,Freelance,Variable,2014,1857.13
P296,January,Utilities,Variable,1402,1472.42
P296,January,Entertainment,Variable,2113,2226.76
P296,February,Salary,Fixed,40000,40000.0
P296,February,Rent,Fixed,20000,20000.0
P296,February,Groceries,Random,4593,4149.75
P296,February,Freelance,Variable,2034,1981.85
P296,February,Utilities,Variable,1634,1776.84
P296,February,Entertainment,Variable,1837,1807.49
P296,March,Salary,Fixed,40000,40000.0
P296,March,Rent,Fixed,20000,20000.0
P296,March,Groceries,Random,4943,4699.69
P296,March,Freelance,Variable,2040,2212.06
P296,March,Utilities,Variable,1349,1369.98
P296,March,Entertainment,Variable,2193,2323.8
P296,April,Salary,Fixed,40000,40000.0
P296,April,Rent,Fixed,20000,20000.0
P296,April,Groceries,Random,4153,3850.02
P296,April,Freelance,Variable,1848,1733.7
P296,April,Utilities,Variable,1462,1452.34
P296,April,Entertainment,Variable,1915,2056.12
P296,May,Salary,Fixed,40000,40000.0
P296,May,Rent,Fixed,20000,20000.0
P296,May,Groceries,Random,4705,4634.83
P296,May,Freelance,Variable,2072,2022.52
P296,May,Utilities,Variable,1577,1636.49
P296,May,Entertainment,Variable,1852,1796.36
P296,June,Salary,Fixed,40000,40000.0
P296,June,Rent,Fixed,20000,20000.0
P296,June,Groceries,Random,4316,3922.72
P296,June,Freelance,Variable,2053,2254.15
P296,June,Utilities,Variable,1365,1231.49
P296,June,Entertainment,Variable,1894,2079.84
P297,January,Salary,Fixed,40000,40000.0
P297,January,Rent,Fixed,20000,20000.0
P297,January,Groceries,Random,4149,4260.3
P297,January,Freelance,Variable,2014,2120.19
P297,January,Utilities,Variable,1430,1363.99
P297,January,Entertainment,Variable,2180,2199.83
P297,February,Salary,Fixed,40000,40000.0
P297,February,Rent,Fixed,20000,20000.0
P297,February,Groceries,Random,4120,4507.74
P297,February,Freelance,Variable,1817,1938.67
P297,February,Utilities,Variable,1442,1468.03
P297,February,Entertainment,Variable,2060,2055.35
P297,March,Salary,Fixed,40000,40000.0
P297,March,Rent,Fixed,20000,20000.0
P297,March,Groceries,Random,4328,4333.18
P297,March,Freelance,Variable,1809,1671.38
P297,March,Utilities,Variable,1623,1492.99
P297,March,Entertainment,Variable,1877,1726.38
P297,April,Salary,Fixed,40000,40000.0
P297,April,Rent,Fixed,20000,20000.0
P297,April,Groceries,Random,4400,4037.32
P297,April,Freelance,Variable,2062,2095.21
P297,April,Utilities,Variable,1654,1739.3
P297,April,Entertainment,Variable,2140,2040.06
P297,May,Salary,Fixed,40000,40000.0
P297,May,Rent,Fixed,20000,20000.0
P297,May,Groceries,Random,4084,3888.06
P297,May,Freelance,Variable,2101,2078.42
P297,May,Utilities,Variable,1561,1664.44
P297,May,Entertainment,Variable,1918,1954.27
P297,June,Salary,Fixed,40000,40000.0
P297,June,Rent,Fixed,20000,20000.0
P297,June,Groceries,Random,4700,4863.29
P297,June,Freelance,Variable,2123,2067.77
P297,June,Utilities,Variable,1489,1397.52
P297,June,Entertainment,Variable,1883,1999.06
P298,January,Salary,Fixed,40000,40000.0
P298,January,Rent,Fixed,20000,20000.0
P298,January,Groceries,Random,4236,4205.84
P298,January,Freelance,Variable,2016,2070.37
P298,January,Utilities,Variable,1634,1609.89
P298,January,Entertainment,Variable,2173,2297.21
P298,February,Salary,Fixed,40000,40000.0
P298,February,Rent,Fixed,20000,20000.0
P298,February,Groceries,Random,4730,4367.78
P298,February,Freelance,Variable,2188,2067.18
P298,February,Utilities,Variable,1366,1402.35
P298,February,Entertainment,Variable,2143,2285.14
P298,March,Salary,Fixed,40000,40000.0
P298,March,Rent,Fixed,20000,20000.0
P298,March,Groceries,Random,4364,4291.97
P298,March,Freelance,Variable,2047,1849.55
P298,March,Utilities,Variable,1584,1510.28
P298,March,Entertainment,Variable,1886,1706.82
P298,April,Salary,Fixed,40000,40000.0
P298,April,Rent,Fixed,20000,20000.0
P298,April,Groceries,Random,4612,4548.13
P298,April,Freelance,Variable,2197,2021.54
P298,April,Utilities,Variable,1327,1275.82
P298,April,Entertainment,Variable,2025,2049.69
P298,May,Salary,Fixed,40000,40000.0
P298,May,Rent,Fixed,20000,20000.0
P298,May,Groceries,Random,4992,4730.12
P298,May,Freelance,Variable,2083,2007.7
P298,May,Utilities,Variable,1331,1287.44
P298,May,Entertainment,Variable,2049,2225.79
P298,June,Salary,Fixed,40000,40000.0
P298,June,Rent,Fixed,20000,20000.0
P298,June,Groceries,Random,4116,3814.21
P298,June,Freelance,Variable,2110,2171.2
P298,June,Utilities,Variable,1433,1535.48
P298,June,Entertainment,Variable,1915,1806.03
P299,January,Salary,Fixed,40000,40000.0
P299,January,Rent,Fixed,20000,20000.0
P299,January,Groceries,Random,4252,4526.49
P299,January,Freelance,Variable,2115,2200.85
P299,January,Utilities,Variable,1671,1639.97
P299,January,Entertainment,Variable,1870,1976.05
P299,February,Salary,Fixed,40000,40000.0
P299,February,Rent,Fixed,20000,20000.0
P299,February,Groceries,Random,4012,4275.91
P299,February,Freelance,Variable,2070,2035.97
P299,February,Utilities,Variable,1314,1329.15
P299,February,Entertainment,Variable,2130,2147.98
P299,March,Salary,Fixed,40000,40000.0
P299,March,Rent,Fixed,20000,20000.0
P299,March,Groceries,Random,4131,4050.64
P299,March,Freelance,Variable,2107,2001.52
P299,March,Utilities,Variable,1521,1600.43
P299,March,Entertainment,Variable,2084,2176.91
P299,April,Salary,Fixed,40000,40000.0
P299,April,Rent,Fixed,20000,20000.0
P299,April,Groceries,Random,4156,3984.5
P299,April,Freelance,Variable,1977,2095.17
P299,April,Utilities,Variable,1470,1483.53
P299,April,Entertainment,Variable,2131,2329.24
P299,May,Salary,Fixed,40000,40000.0
P299,May,Rent,Fixed,20000,20000.0
P299,May,Groceries,Random,4306,4218.67
P299,May,Freelance,Variable,1877,1861.46
P299,May,Utilities,Variable,1320,1269.41
P299,May,Entertainment,Variable,2162,2085.86
P299,June,Salary,Fixed,40000,40000.0
P299,June,Rent,Fixed,20000,20000.0
P299,June,Groceries,Random,4654,4505.92
P299,June,Freelance,Variable,2013,2150.1
P299,June,Utilities,Variable,1473,1605.26
P299,June,Entertainment,Variable,2049,1983.26
P300,January,Salary,Fixed,40000,40000.0
P300,January,Rent,Fixed,20000,20000.0
P300,January,Groceries,Random,4934,5053.6
P300,January,Freelance,Variable,1982,2020.94
P300,January,Utilities,Variable,1465,1424.41
P300,January,Entertainment,Variable,2043,1909.84
P300,February,Salary,Fixed,40000,40000.0
P300,February,Rent,Fixed,20000,20000.0
P300,February,Groceries,Random,4834,4713.78
P300,February,Freelance,Variable,1963,2080.78
P300,February,Utilities,Variable,1412,1384.67
P300,February,Entertainment,Variable,2100,2103.04
P300,March,Salary,Fixed,40000,40000.0
P300,March,Rent,Fixed,20000,20000.0
P300,March,Groceries,Random,4030,3683.0
P300,March,Freelance,Variable,1992,1939.37
P300,March,Utilities,Variable,1531,1455.2
P300,March,Entertainment,Variable,1814,1982.28
P300,April,Salary,Fixed,40000,40000.0
P300,April,Rent,Fixed,20000,20000.0
P300,April,Groceries,Random,4720,5165.0
P300,April,Freelance,Variable,1819,1680.54
P300,April,Utilities,Variable,1333,1293.04
P300,April,Entertainment,Variable,1978,2117.03
P300,May,Salary,Fixed,40000,40000.0
P300,May,Rent,Fixed,20000,20000.0
P300,May,Groceries,Random,4771,4909.67
P300,May,Freelance,Variable,1823,1898.89
P300,May,Utilities,Variable,1325,1312.29
P300,May,Entertainment,Variable,2126,2257.84
P300,June,Salary,Fixed,40000,40000.0
P300,June,Rent,Fixed,20000,20000.0
P300,June,Groceries,Random,4494,4460.08
P300,June,Freelance,Variable,2171,2137.96
P300,June,Utilities,Variable,1507,1369.26
P300,June,Entertainment,Variable,1995,2014.23
P301,January,Salary,Fixed,40000,40000.0
P301,January,Rent,Fixed,20000,20000.0
P301,January,Groceries,Random,4368,4425.93
P301,January,Freelance,Variable,1982,2070.85
P301,January,Utilities,Variable,1344,1334.28
P301,January,Entertainment,Variable,1911,1951.87
P301,February,Salary,Fixed,40000,40000.0
P301,February,Rent,Fixed,20000,20000.0
P301,February,Groceries,Random,4526,4275.03
P301,February,Freelance,Variable,1926,2049.9
P301,February,Utilities,Variable,1371,1320.79
P301,February,Entertainment,Variable,1948,1914.52
P301,March,Salary,Fixed,40000,40000.0
P301,March,Rent,Fixed,20000,20000.0
P301,March,Groceries,Random,4658,4306.64
P301,March,Freelance,Variable,2150,2120.77
P301,March,Utilities,Variable,1559,1437.7
P301,March,Entertainment,Variable,1841,1658.35
P301,April,Salary,Fixed,40000,40000.0
P301,April,Rent,Fixed,20000,20000.0
P301,April,Groceries,Random,4491,4210.89
P301,April,Freelance,Variable,1846,1939.92
P301,April,Utilities,Variable,1357,1362.57
P301,April,Entertainment,Variable,2008,1842.15
P301,May,Salary,Fixed,40000,40000.0
P301,May,Rent,Fixed,20000,20000.0
P301,May,Groceries,Random,4038,3663.9
P301,May,Freelance,Variable,2090,1934.42
P301,May,Utilities,Variable,1351,1298.46
P301,May,Entertainment,Variable,1955,1955.64
P301,June,Salary,Fixed,40000,40000.0
P301,June,Rent,Fixed,20000,20000.0
P301,June,Groceries,Random,4089,4411.65
P301,June,Freelance,Variable,2150,2253.14
P301,June,Utilities,Variable,1541,1591.47
P301,June,Entertainment,Variable,1851,1789.96
P302,January,Salary,Fixed,40000,40000.0
P302,January,Rent,Fixed,20000,20000.0
P302,January,Groceries,Random,4508,4764.45
P302,January,Freelance,Variable,1951,1962.06
P302,January,Utilities,Variable,1608,1736.56
P302,January,Entertainment,Variable,2127,2118.3
P302,February,Salary,Fixed,40000,40000.0
P302,February,Rent,Fixed,20000,20000.0
P302,February,Groceries,Random,4580,4921.48
P302,February,Freelance,Variable,1803,1718.55
P302,February,Utilities,Variable,1597,1479.06
P302,February,Entertainment,Variable,1942,1847.87
P302,March,Salary,Fixed,40000,40000.0
P302,March,Rent,Fixed,20000,20000.0
P302,March,Groceries,Random,4948,4834.24
P302,March,Freelance,Variable,2159,2080.55
P302,March,Utilities,Variable,1678,1780.57
P302,March,Entertainment,Variable,2068,2229.83
P302,April,Salary,Fixed,40000,40000.0
P302,April,Rent,Fixed,20000,20000.0
P302,April,Groceries,Random,4072,3951.01
P302,April,Freelance,Variable,1885,1744.95
P302,April,Utilities,Variable,1585,1548.77
P302,April,Entertainment,Variable,2189,2344.64
P302,May,Salary,Fixed,40000,40000.0
P302,May,Rent,Fixed,20000,20000.0
P302,May,Groceries,Random,4425,4165.26
P302,May,Freelance,Variable,2016,1960.45
P302,May,Utilities,Variable,1385,1464.16
P302,May,Entertainment,Variable,2119,2037.21
P302,June,Salary,Fixed,40000,40000.0
P302,June,Rent,Fixed,20000,20000.0
P302,June,Groceries,Random,4958,5372.29
P302,June,Freelance,Variable,1886,1905.53
P302,June,Utilities,Variable,1490,1361.87
P302,June,Entertainment,Variable,1951,1775.38
P303,January,Salary,Fixed,40000,40000.0
P303,January,Rent,Fixed,20000,20000.0
P303,January,Groceries,Random,4934,5006.03
P303,January,Freelance,Variable,1937,2037.94
P303,January,Utilities,Variable,1587,1575.6
P303,January,Entertainment,Variable,2199,2235.84
P303,February,Salary,Fixed,40000,40000.0
P303,February,Rent,Fixed,20000,20000.0
P303,February,Groceries,Random,4135,4474.69
P303,February,Freelance,Variable,2046,1900.77
P303,February,Utilities,Variable,1497,1443.0
P303,February,Entertainment,Variable,2180,2335.41
P303,March,Salary,Fixed,40000,40000.0
P303,March,Rent,Fixed,20000,20000.0
P303,March,Groceries,Random,4504,4615.36
P303,March,Freelance,Variable,1844,1967.91
P303,March,Utilities,Variable,1684,1847.75
P303,March,Entertainment,Variable,1917,1918.78
P303,April,Salary,Fixed,40000,40000.0
P303,April,Rent,Fixed,20000,20000.0
P303,April,Groceries,Random,4190,4380.47
P303,April,Freelance,Variable,2015,1823.24
P303,April,Utilities,Variable,1402,1360.62
P303,April,Entertainment,Variable,2051,1963.29
P303,May,Salary,Fixed,40000,40000.0
P303,May,Rent,Fixed,20000,20000.0
P303,May,Groceries,Random,4312,4190.57
P303,May,Freelance,Variable,2037,2037.38
P303,May,Utilities,Variable,1685,1773.33
P303,May,Entertainment,Variable,1849,1684.2
P303,June,Salary,Fixed,40000,40000.0
P303,June,Rent,Fixed,20000,20000.0
P303,June,Groceries,Random,4592,5050.05
P303,June,Freelance,Variable,2172,2308.33
P303,June,Utilities,Variable,1615,1730.75
P303,June,Entertainment,Variable,2115,2169.84
P304,January,Salary,Fixed,40000,40000.0
P304,January,Rent,Fixed,20000,20000.0
P304,January,Groceries,Random,4936,4655.41
P304,January,Freelance,Variable,2179,2115.96
P304,January,Utilities,Variable,1350,1402.87
P304,January,Entertainment,Variable,2008,2083.55
P304,February,Salary,Fixed,40000,40000.0
P304,February,Rent,Fixed,20000,20000.0
P304,February,Groceries,Random,4508,4082.88
P304,February,Freelance,Variable,2004,1861.51
P304,February,Utilities,Variable,1556,1709.19
P304,February,Entertainment,Variable,1977,1943.81
P304,March,Salary,Fixed,40000,40000.0
P304,March,Rent,Fixed,20000,20000.0
P304,March,Groceries,Random,4245,4083.32
P304,March,Freelance,Variable,2136,2169.63
P304,March,Utilities,Variable,1339,1263.55
P304,March,Entertainment,Variable,2150,2151.09
P304,April,Salary,Fixed,40000,40000.0
P304,April,Rent,Fixed,20000,20000.0
P304,April,Groceries,Random,4083,3905.17
P304,April,Freelance,Variable,2080,1921.25
P304,April,Utilities,Variable,1471,1538.45
